"Story","Title","Result","Date","Stability","Duration (s)"
"Se requiere tomar evidencias de las consultas realizadas en CMAX","Consulta inicial del estado de la linea en CMAX","SUCCESS","2025-12-03T12:41:43.1499034-05:00[America/Bogota]","0.0","350.21"
