"Story","Title","Result","Date","Stability","Duration (s)"
"Se requiere tomar evidencias de las consultas realizadas en CMAX","Consulta inicial del estado de la linea en CMAX","ERROR","2025-12-05T14:39:26.4955424-05:00[America/Bogota]","0.0","273.51"
