"Story","Title","Result","Date","Stability","Duration (s)"
"Se requiere tomar evidencias de las consultas realizadas en CMAX","Consulta inicial del estado de la linea en CMAX","FAILURE","2025-12-05T10:54:00.6260503-05:00[America/Bogota]","0.0","424.01"
